problem_id,submission_id,token_count,file_size_bytes,clean_source,obfuscated_binary,input_file,output_file,compiler,optimization_level,is_stripped,obfuscator,obfuscation_techniques,verification_status,function_count,nloc,cc_total,cc_max,decision_points,cf_density,length_group,complexity_group,stratum,representative_random_score,length_rank,complexity_rank_within_length_group,lizard_error
p02418,s958426650,432,5233,clean_src/p02418/s958426650.c,obfuscated_bin/p02418/s958426650_fla_bcf_instsub.elf,input_output/p02418/input.txt,input_output/p02418/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,64,15,8,12,18.75,short,simple,short_simple,0.8372432790168169,642,378,
p02419,s700093099,1842,4759,clean_src/p02419/s700093099.c,obfuscated_bin/p02419/s700093099_fla_bcf_instsub.elf,input_output/p02419/input.txt,input_output/p02419/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,39,67,98,18,59,88.05970149253731,long,complex,long_complex,0.9680955500892533,2199,1282,
p02420,s043145209,616,3245,clean_src/p02420/s043145209.c,obfuscated_bin/p02420/s043145209_fla_bcf_instsub.elf,input_output/p02420/input.txt,input_output/p02420/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,91,20,5,14,15.384615384615385,short,simple,short_simple,0.892487206579451,1111,220,
p02421,s314496722,571,5630,clean_src/p02421/s314496722.c,obfuscated_bin/p02421/s314496722_fla_bcf_instsub.elf,input_output/p02421/input.txt,input_output/p02421/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,93,20,11,16,17.20430107526882,short,simple,short_simple,0.6787085526491925,1007,312,
p02422,s429759762,965,3544,clean_src/p02422/s429759762.c,obfuscated_bin/p02422/s429759762_fla_bcf_instsub.elf,input_output/p02422/input.txt,input_output/p02422/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,139,33,10,27,19.424460431654676,long,simple,long_simple,0.9119929218812908,1701,475,
p02423,s448922013,303,699,clean_src/p02423/s448922013.c,obfuscated_bin/p02423/s448922013_fla_bcf_instsub.elf,input_output/p02423/input.txt,input_output/p02423/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,9,7,7,20.0,short,simple,short_simple,0.8223114783054122,208,438,
p02424,s593669854,286,656,clean_src/p02424/s593669854.c,obfuscated_bin/p02424/s593669854_fla_bcf_instsub.elf,input_output/p02424/input.txt,input_output/p02424/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,26,9,7,7,26.923076923076923,short,complex,short_complex,0.7450121492155617,137,762,
p02425,s344007631,518,2718,clean_src/p02425/s344007631.c,obfuscated_bin/p02425/s344007631_fla_bcf_instsub.elf,input_output/p02425/input.txt,input_output/p02425/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,98,25,14,20,20.408163265306122,short,simple,short_simple,0.7753025824930263,870,457,
p02426,s571783263,1306,3044,clean_src/p02426/s571783263.c,obfuscated_bin/p02426/s571783263_fla_bcf_instsub.elf,input_output/p02426/input.txt,input_output/p02426/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,114,50,50,49,42.98245614035088,long,complex,long_complex,0.9877918062886688,1979,1018,
p02428,s695897494,305,833,clean_src/p02428/s695897494.c,obfuscated_bin/p02428/s695897494_fla_bcf_instsub.elf,input_output/p02428/input.txt,input_output/p02428/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,51,15,15,14,27.450980392156865,short,complex,short_complex,0.5920067395654984,214,784,
p02429,s894872595,285,906,clean_src/p02429/s894872595.c,obfuscated_bin/p02429/s894872595_fla_bcf_instsub.elf,input_output/p02429/input.txt,input_output/p02429/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,39,15,7,11,28.205128205128204,short,complex,short_complex,0.9990646584178362,132,817,
p02430,s354868714,330,977,clean_src/p02430/s354868714.c,obfuscated_bin/p02430/s354868714_fla_bcf_instsub.elf,input_output/p02430/input.txt,input_output/p02430/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,49,15,4,9,18.367346938775512,short,simple,short_simple,0.36328416143249365,311,365,
p02431,s291807425,422,2027,clean_src/p02431/s291807425.c,obfuscated_bin/p02431/s291807425_fla_bcf_instsub.elf,input_output/p02431/input.txt,input_output/p02431/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,74,20,6,12,16.216216216216218,short,simple,short_simple,0.9283597793009515,620,267,
p02432,s036047457,365,1592,clean_src/p02432/s036047457.c,obfuscated_bin/p02432/s036047457_fla_bcf_instsub.elf,input_output/p02432/input.txt,input_output/p02432/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,64,11,4,7,10.9375,short,simple,short_simple,0.981503439392139,419,83,
p02433,s084866618,580,1725,clean_src/p02433/s084866618.c,obfuscated_bin/p02433/s084866618_fla_bcf_instsub.elf,input_output/p02433/input.txt,input_output/p02433/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,62,21,12,18,29.03225806451613,short,complex,short_complex,0.648843131498427,1033,862,
p02434,s389302464,450,1277,clean_src/p02434/s389302464.c,obfuscated_bin/p02434/s389302464_fla_bcf_instsub.elf,input_output/p02434/input.txt,input_output/p02434/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,58,20,11,15,25.862068965517242,short,complex,short_complex,0.9683226157437316,689,716,
p02435,s453159807,569,1987,clean_src/p02435/s453159807.c,obfuscated_bin/p02435/s453159807_fla_bcf_instsub.elf,input_output/p02435/input.txt,input_output/p02435/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,92,18,6,9,9.782608695652174,short,simple,short_simple,0.8033107679200896,998,58,
p02436,s736079711,530,2169,clean_src/p02436/s736079711.c,obfuscated_bin/p02436/s736079711_fla_bcf_instsub.elf,input_output/p02436/input.txt,input_output/p02436/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,89,15,6,8,8.98876404494382,short,simple,short_simple,0.8706932920135074,903,43,
p02437,s250780122,1319,3634,clean_src/p02437/s250780122.c,obfuscated_bin/p02437/s250780122_fla_bcf_instsub.elf,input_output/p02437/input.txt,input_output/p02437/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,25,86,56,7,31,36.04651162790697,long,complex,long_complex,0.7886579281958722,1987,890,
p02438,s125464265,555,2876,clean_src/p02438/s125464265.c,obfuscated_bin/p02438/s125464265_fla_bcf_instsub.elf,input_output/p02438/input.txt,input_output/p02438/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,92,15,4,9,9.782608695652174,short,simple,short_simple,0.9167270075934064,966,57,
p02439,s133980316,400,2634,clean_src/p02439/s133980316.c,obfuscated_bin/p02439/s133980316_fla_bcf_instsub.elf,input_output/p02439/input.txt,input_output/p02439/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,71,16,7,11,15.492957746478872,short,simple,short_simple,0.840465192333954,549,227,
p02440,s071177639,504,1641,clean_src/p02440/s071177639.c,obfuscated_bin/p02440/s071177639_fla_bcf_instsub.elf,input_output/p02440/input.txt,input_output/p02440/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,46,20,9,14,30.434782608695656,short,complex,short_complex,0.5383695394014693,839,916,
p02441,s608869938,286,946,clean_src/p02441/s608869938.c,obfuscated_bin/p02441/s608869938_fla_bcf_instsub.elf,input_output/p02441/input.txt,input_output/p02441/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,38,10,8,8,21.052631578947366,short,simple,short_simple,0.510730285231174,138,494,
p02442,s304774033,664,3224,clean_src/p02442/s304774033.c,obfuscated_bin/p02442/s304774033_fla_bcf_instsub.elf,input_output/p02442/input.txt,input_output/p02442/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,110,26,5,17,15.454545454545453,short,simple,short_simple,0.8783527666273436,1227,225,
p02443,s316268741,259,878,clean_src/p02443/s316268741.c,obfuscated_bin/p02443/s316268741_fla_bcf_instsub.elf,input_output/p02443/input.txt,input_output/p02443/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,8,3,5,11.904761904761903,short,simple,short_simple,0.856449890537484,18,111,
p02444,s683819120,328,954,clean_src/p02444/s683819120.c,obfuscated_bin/p02444/s683819120_fla_bcf_instsub.elf,input_output/p02444/input.txt,input_output/p02444/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,36,8,4,5,13.88888888888889,short,simple,short_simple,0.7228919139529816,303,174,
p02445,s854602161,273,1458,clean_src/p02445/s854602161.c,obfuscated_bin/p02445/s854602161_fla_bcf_instsub.elf,input_output/p02445/input.txt,input_output/p02445/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,54,8,5,5,9.25925925925926,short,simple,short_simple,0.2345191733858476,74,46,
p02447,s664057106,480,1047,clean_src/p02447/s664057106.c,obfuscated_bin/p02447/s664057106_fla_bcf_instsub.elf,input_output/p02447/input.txt,input_output/p02447/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,49,12,9,10,20.408163265306122,short,simple,short_simple,0.8908828006805282,773,454,
p02448,s097529916,363,1142,clean_src/p02448/s097529916.c,obfuscated_bin/p02448/s097529916_fla_bcf_instsub.elf,input_output/p02448/input.txt,input_output/p02448/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,44,14,11,12,27.27272727272727,short,complex,short_complex,0.7736506360079671,412,774,
p02449,s607914149,404,700,clean_src/p02449/s607914149.c,obfuscated_bin/p02449/s607914149_fla_bcf_instsub.elf,input_output/p02449/input.txt,input_output/p02449/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,30,20,14,18,60.0,short,complex,short_complex,0.8417701759368885,562,1273,
p02450,s155036315,326,979,clean_src/p02450/s155036315.c,obfuscated_bin/p02450/s155036315_fla_bcf_instsub.elf,input_output/p02450/input.txt,input_output/p02450/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,48,13,8,10,20.833333333333336,short,simple,short_simple,0.5283266049667709,296,483,
p02451,s870562294,562,2696,clean_src/p02451/s870562294.c,obfuscated_bin/p02451/s870562294_fla_bcf_instsub.elf,input_output/p02451/input.txt,input_output/p02451/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,101,21,6,15,14.85148514851485,short,simple,short_simple,0.022950814920277618,987,196,
p02452,s154615360,280,777,clean_src/p02452/s154615360.c,obfuscated_bin/p02452/s154615360_fla_bcf_instsub.elf,input_output/p02452/input.txt,input_output/p02452/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,12,7,10,28.57142857142857,short,complex,short_complex,0.48185058249680657,109,833,
p02453,s610894701,783,3326,clean_src/p02453/s610894701.c,obfuscated_bin/p02453/s610894701_fla_bcf_instsub.elf,input_output/p02453/input.txt,input_output/p02453/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,143,34,14,27,18.88111888111888,long,simple,long_simple,0.9575342274937985,1452,454,
p02454,s507990368,652,1945,clean_src/p02454/s507990368.c,obfuscated_bin/p02454/s507990368_fla_bcf_instsub.elf,input_output/p02454/input.txt,input_output/p02454/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,103,22,22,21,20.388349514563107,short,simple,short_simple,0.8709879270433353,1197,451,
p02455,s618190774,968,2252,clean_src/p02455/s618190774.c,obfuscated_bin/p02455/s618190774_fla_bcf_instsub.elf,input_output/p02455/input.txt,input_output/p02455/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,84,33,9,27,32.142857142857146,long,complex,long_complex,0.8874731603592549,1704,803,
p02456,s576910688,821,2169,clean_src/p02456/s576910688.c,obfuscated_bin/p02456/s576910688_fla_bcf_instsub.elf,input_output/p02456/input.txt,input_output/p02456/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,110,30,7,22,20.0,long,simple,long_simple,0.5873322027011275,1510,490,
p02457,s375234683,782,3557,clean_src/p02457/s375234683.c,obfuscated_bin/p02457/s375234683_fla_bcf_instsub.elf,input_output/p02457/input.txt,input_output/p02457/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,137,33,9,26,18.97810218978102,long,simple,long_simple,0.8825231112412039,1450,459,
p02458,s571014680,857,2296,clean_src/p02458/s571014680.c,obfuscated_bin/p02458/s571014680_fla_bcf_instsub.elf,input_output/p02458/input.txt,input_output/p02458/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,11,107,25,5,14,13.084112149532709,long,simple,long_simple,0.9126539974202386,1563,157,
p02459,s520398257,665,1784,clean_src/p02459/s520398257.c,obfuscated_bin/p02459/s520398257_fla_bcf_instsub.elf,input_output/p02459/input.txt,input_output/p02459/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,92,22,6,15,16.304347826086957,short,simple,short_simple,0.7552163760629386,1228,273,
p02460,s371247227,605,1308,clean_src/p02460/s371247227.c,obfuscated_bin/p02460/s371247227_fla_bcf_instsub.elf,input_output/p02460/input.txt,input_output/p02460/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,73,19,6,14,19.17808219178082,short,simple,short_simple,0.9796564198341827,1082,394,
p02461,s576000347,4173,17085,clean_src/p02461/s576000347.c,obfuscated_bin/p02461/s576000347_fla_bcf_instsub.elf,input_output/p02461/input.txt,input_output/p02461/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,24,501,108,9,84,16.766467065868262,long,simple,long_simple,0.8312113004222785,2572,356,
p02462,s923629863,1094,5013,clean_src/p02462/s923629863.c,obfuscated_bin/p02462/s923629863_fla_bcf_instsub.elf,input_output/p02462/input.txt,input_output/p02462/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,165,40,10,33,20.0,long,simple,long_simple,0.7999350203593208,1823,493,
p02463,s031086329,818,2184,clean_src/p02463/s031086329.c,obfuscated_bin/p02463/s031086329_fla_bcf_instsub.elf,input_output/p02463/input.txt,input_output/p02463/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,111,29,29,28,25.225225225225223,long,simple,long_simple,0.33948645017475054,1505,628,
p02464,s120781814,295,990,clean_src/p02464/s120781814.c,obfuscated_bin/p02464/s120781814_fla_bcf_instsub.elf,input_output/p02464/input.txt,input_output/p02464/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,39,14,8,11,28.205128205128204,short,complex,short_complex,0.8663786137470557,170,819,
p02465,s114230986,614,1498,clean_src/p02465/s114230986.c,obfuscated_bin/p02465/s114230986_fla_bcf_instsub.elf,input_output/p02465/input.txt,input_output/p02465/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,77,20,20,19,24.675324675324674,short,complex,short_complex,0.9224489958276223,1104,651,
p02466,s124904330,888,2130,clean_src/p02466/s124904330.c,obfuscated_bin/p02466/s124904330_fla_bcf_instsub.elf,input_output/p02466/input.txt,input_output/p02466/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,104,31,31,30,28.846153846153843,long,complex,long_complex,0.5857239094697706,1616,721,
p02467,s481936993,640,1872,clean_src/p02467/s481936993.c,obfuscated_bin/p02467/s481936993_fla_bcf_instsub.elf,input_output/p02467/input.txt,input_output/p02467/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,63,15,13,13,20.634920634920633,short,simple,short_simple,0.6215389234943415,1164,474,
p02468,s520624289,1008,2684,clean_src/p02468/s520624289.c,obfuscated_bin/p02468/s520624289_fla_bcf_instsub.elf,input_output/p02468/input.txt,input_output/p02468/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,26,59,46,4,20,33.89830508474576,long,complex,long_complex,0.6880829537410741,1748,841,
p02469,s510811794,266,758,clean_src/p02469/s510811794.c,obfuscated_bin/p02469/s510811794_fla_bcf_instsub.elf,input_output/p02469/input.txt,input_output/p02469/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,32,12,8,10,31.25,short,complex,short_complex,0.5876915417973434,43,946,
p02470,s942356403,503,2058,clean_src/p02470/s942356403.c,obfuscated_bin/p02470/s942356403_fla_bcf_instsub.elf,input_output/p02470/input.txt,input_output/p02470/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,80,16,6,12,15.0,short,simple,short_simple,0.6826895063454839,833,206,
p02471,s493566342,261,672,clean_src/p02471/s493566342.c,obfuscated_bin/p02471/s493566342_fla_bcf_instsub.elf,input_output/p02471/input.txt,input_output/p02471/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,29,6,3,3,10.344827586206897,short,simple,short_simple,0.68502106393577,25,66,
p02472,s951030410,945,2569,clean_src/p02472/s951030410.c,obfuscated_bin/p02472/s951030410_fla_bcf_instsub.elf,input_output/p02472/input.txt,input_output/p02472/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,127,44,8,37,29.133858267716533,long,complex,long_complex,0.7589115099525778,1682,731,
p02473,s649189202,941,2542,clean_src/p02473/s649189202.c,obfuscated_bin/p02473/s649189202_fla_bcf_instsub.elf,input_output/p02473/input.txt,input_output/p02473/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,118,44,8,37,31.35593220338983,long,complex,long_complex,0.45246467873560114,1678,785,
p02474,s383039486,319,636,clean_src/p02474/s383039486.c,obfuscated_bin/p02474/s383039486_fla_bcf_instsub.elf,input_output/p02474/input.txt,input_output/p02474/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,25,12,12,11,44.0,short,complex,short_complex,0.5289739904352856,264,1205,
p02475,s468558459,2553,6138,clean_src/p02475/s468558459.c,obfuscated_bin/p02475/s468558459_fla_bcf_instsub.elf,input_output/p02475/input.txt,input_output/p02475/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,269,96,44,87,32.342007434944236,long,complex,long_complex,0.868305781504362,2412,816,
p02476,s832818236,268,591,clean_src/p02476/s832818236.c,obfuscated_bin/p02476/s832818236_fla_bcf_instsub.elf,input_output/p02476/input.txt,input_output/p02476/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,32,11,7,9,28.125,short,complex,short_complex,0.3853616531784386,51,814,
p02477,s228971816,2580,6218,clean_src/p02477/s228971816.c,obfuscated_bin/p02477/s228971816_fla_bcf_instsub.elf,input_output/p02477/input.txt,input_output/p02477/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,273,97,45,88,32.234432234432234,long,complex,long_complex,0.7763387027427474,2425,813,
p02534,s760341430,3172,13041,clean_src/p02534/s760341430.c,obfuscated_bin/p02534/s760341430_fla_bcf_instsub.elf,input_output/p02534/input.txt,input_output/p02534/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,39,421,105,10,66,15.676959619952493,long,simple,long_simple,0.987378034548332,2531,271,
p02536,s020773921,1725,4663,clean_src/p02536/s020773921.c,obfuscated_bin/p02536/s020773921_fla_bcf_instsub.elf,input_output/p02536/input.txt,input_output/p02536/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,95,59,8,44,46.31578947368421,long,complex,long_complex,0.9715660377082447,2166,1090,
p02537,s978776236,3037,8190,clean_src/p02537/s978776236.c,obfuscated_bin/p02537/s978776236_fla_bcf_instsub.elf,input_output/p02537/input.txt,input_output/p02537/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,25,195,90,8,65,33.33333333333333,long,complex,long_complex,0.6527631122376307,2522,828,
p02538,s315622440,882,2349,clean_src/p02538/s315622440.c,obfuscated_bin/p02538/s315622440_fla_bcf_instsub.elf,input_output/p02538/input.txt,input_output/p02538/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,82,18,5,13,15.853658536585366,long,simple,long_simple,0.6584399096431798,1602,291,
p02539,s660346562,1258,2862,clean_src/p02539/s660346562.c,obfuscated_bin/p02539/s660346562_fla_bcf_instsub.elf,input_output/p02539/input.txt,input_output/p02539/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,106,26,16,22,20.754716981132077,long,simple,long_simple,0.6697377356345546,1944,519,
p02540,s021546713,1705,5899,clean_src/p02540/s021546713.c,obfuscated_bin/p02540/s021546713_fla_bcf_instsub.elf,input_output/p02540/input.txt,input_output/p02540/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,172,59,43,52,30.23255813953488,long,complex,long_complex,0.9756149133669334,2158,763,
p02541,s669264651,488,1189,clean_src/p02541/s669264651.c,obfuscated_bin/p02541/s669264651_fla_bcf_instsub.elf,input_output/p02541/input.txt,input_output/p02541/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,53,18,11,15,28.30188679245283,short,complex,short_complex,0.6466105384489874,793,829,
p02542,s062589947,2852,6114,clean_src/p02542/s062589947.c,obfuscated_bin/p02542/s062589947_fla_bcf_instsub.elf,input_output/p02542/input.txt,input_output/p02542/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,247,56,33,52,21.052631578947366,long,simple,long_simple,0.5769736524575959,2496,529,
p02546,s663967946,738,2202,clean_src/p02546/s663967946.c,obfuscated_bin/p02546/s663967946_fla_bcf_instsub.elf,input_output/p02546/input.txt,input_output/p02546/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,88,23,10,14,15.909090909090908,long,simple,long_simple,0.7801825866814205,1369,294,
p02547,s722782226,783,2274,clean_src/p02547/s722782226.c,obfuscated_bin/p02547/s722782226_fla_bcf_instsub.elf,input_output/p02547/input.txt,input_output/p02547/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,93,25,10,16,17.20430107526882,long,simple,long_simple,0.6245936488484161,1453,388,
p02548,s036120028,5202,17622,clean_src/p02548/s036120028.c,obfuscated_bin/p02548/s036120028_fla_bcf_instsub.elf,input_output/p02548/input.txt,input_output/p02548/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,81,325,230,24,149,45.84615384615385,long,complex,long_complex,0.9587698005347854,2588,1080,
p02549,s126918859,6072,20451,clean_src/p02549/s126918859.c,obfuscated_bin/p02549/s126918859_fla_bcf_instsub.elf,input_output/p02549/input.txt,input_output/p02549/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,94,411,253,24,159,38.68613138686132,long,complex,long_complex,0.9015600717458914,2595,933,
p02550,s765275987,3376,13984,clean_src/p02550/s765275987.c,obfuscated_bin/p02550/s765275987_fla_bcf_instsub.elf,input_output/p02550/input.txt,input_output/p02550/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,39,444,108,10,69,15.54054054054054,long,simple,long_simple,0.9941541892275265,2556,260,
